date,geography,geography code,Value,Age,Occupation,Highest Level of Qualification
2011,East,E12000006,23180,Age 50 to 64,"8. Process, plant and machine operatives",No qualifications
2011,London,E12000007,17871,Age 50 to 64,"8. Process, plant and machine operatives",No qualifications
2011,South East,E12000008,25574,Age 50 to 64,"8. Process, plant and machine operatives",No qualifications
2011,South West,E12000009,17960,Age 50 to 64,"8. Process, plant and machine operatives",No qualifications
2011,Wales,W92000004,13661,Age 50 to 64,"8. Process, plant and machine operatives",No qualifications
2011,North East,E12000001,5231,Age 50 to 64,"8. Process, plant and machine operatives",Level 1 qualifications
2011,North West,E12000002,13414,Age 50 to 64,"8. Process, plant and machine operatives",Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,10235,Age 50 to 64,"8. Process, plant and machine operatives",Level 1 qualifications
2011,East Midlands,E12000004,9619,Age 50 to 64,"8. Process, plant and machine operatives",Level 1 qualifications
2011,West Midlands,E12000005,10758,Age 50 to 64,"8. Process, plant and machine operatives",Level 1 qualifications
2011,East,E12000006,10833,Age 50 to 64,"8. Process, plant and machine operatives",Level 1 qualifications
2011,London,E12000007,8496,Age 50 to 64,"8. Process, plant and machine operatives",Level 1 qualifications
2011,South East,E12000008,13359,Age 50 to 64,"8. Process, plant and machine operatives",Level 1 qualifications
2011,South West,E12000009,9507,Age 50 to 64,"8. Process, plant and machine operatives",Level 1 qualifications
2011,Wales,W92000004,5227,Age 50 to 64,"8. Process, plant and machine operatives",Level 1 qualifications
2011,North East,E12000001,4649,Age 50 to 64,"8. Process, plant and machine operatives",Level 2 qualifications
2011,North West,E12000002,11303,Age 50 to 64,"8. Process, plant and machine operatives",Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,8595,Age 50 to 64,"8. Process, plant and machine operatives",Level 2 qualifications
2011,East Midlands,E12000004,7887,Age 50 to 64,"8. Process, plant and machine operatives",Level 2 qualifications
2011,West Midlands,E12000005,8904,Age 50 to 64,"8. Process, plant and machine operatives",Level 2 qualifications
2011,East,E12000006,8206,Age 50 to 64,"8. Process, plant and machine operatives",Level 2 qualifications
2011,London,E12000007,6124,Age 50 to 64,"8. Process, plant and machine operatives",Level 2 qualifications
2011,South East,E12000008,10265,Age 50 to 64,"8. Process, plant and machine operatives",Level 2 qualifications
2011,South West,E12000009,8017,Age 50 to 64,"8. Process, plant and machine operatives",Level 2 qualifications
2011,Wales,W92000004,4088,Age 50 to 64,"8. Process, plant and machine operatives",Level 2 qualifications
2011,North East,E12000001,2872,Age 50 to 64,"8. Process, plant and machine operatives",Level 3 qualifications
2011,North West,E12000002,7241,Age 50 to 64,"8. Process, plant and machine operatives",Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,5331,Age 50 to 64,"8. Process, plant and machine operatives",Level 3 qualifications
2011,East Midlands,E12000004,4786,Age 50 to 64,"8. Process, plant and machine operatives",Level 3 qualifications
2011,West Midlands,E12000005,5109,Age 50 to 64,"8. Process, plant and machine operatives",Level 3 qualifications
2011,East,E12000006,5080,Age 50 to 64,"8. Process, plant and machine operatives",Level 3 qualifications
2011,London,E12000007,3688,Age 50 to 64,"8. Process, plant and machine operatives",Level 3 qualifications
2011,South East,E12000008,6615,Age 50 to 64,"8. Process, plant and machine operatives",Level 3 qualifications
2011,South West,E12000009,5039,Age 50 to 64,"8. Process, plant and machine operatives",Level 3 qualifications
2011,Wales,W92000004,2612,Age 50 to 64,"8. Process, plant and machine operatives",Level 3 qualifications
2011,North East,E12000001,2303,Age 50 to 64,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,North West,E12000002,6779,Age 50 to 64,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,5086,Age 50 to 64,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,East Midlands,E12000004,4989,Age 50 to 64,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,West Midlands,E12000005,5156,Age 50 to 64,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,East,E12000006,6044,Age 50 to 64,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,London,E12000007,6780,Age 50 to 64,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,South East,E12000008,8680,Age 50 to 64,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,South West,E12000009,5791,Age 50 to 64,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,Wales,W92000004,2954,Age 50 to 64,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,North East,E12000001,7061,Age 50 to 64,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,North West,E12000002,17139,Age 50 to 64,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,15013,Age 50 to 64,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,East Midlands,E12000004,14321,Age 50 to 64,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,West Midlands,E12000005,14517,Age 50 to 64,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,East,E12000006,14809,Age 50 to 64,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,London,E12000007,12611,Age 50 to 64,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,South East,E12000008,17459,Age 50 to 64,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,South West,E12000009,12570,Age 50 to 64,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,Wales,W92000004,7387,Age 50 to 64,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,North East,E12000001,17949,Age 50 to 64,9. Elementary occupations,No qualifications
2011,North West,E12000002,43509,Age 50 to 64,9. Elementary occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,34934,Age 50 to 64,9. Elementary occupations,No qualifications
2011,East Midlands,E12000004,31738,Age 50 to 64,9. Elementary occupations,No qualifications
2011,West Midlands,E12000005,36913,Age 50 to 64,9. Elementary occupations,No qualifications
2011,East,E12000006,32454,Age 50 to 64,9. Elementary occupations,No qualifications
2011,London,E12000007,28846,Age 50 to 64,9. Elementary occupations,No qualifications
2011,South East,E12000008,40702,Age 50 to 64,9. Elementary occupations,No qualifications
2011,South West,E12000009,29145,Age 50 to 64,9. Elementary occupations,No qualifications
2011,Wales,W92000004,19654,Age 50 to 64,9. Elementary occupations,No qualifications
2011,North East,E12000001,6875,Age 50 to 64,9. Elementary occupations,Level 1 qualifications
2011,North West,E12000002,15923,Age 50 to 64,9. Elementary occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,12243,Age 50 to 64,9. Elementary occupations,Level 1 qualifications
2011,East Midlands,E12000004,11536,Age 50 to 64,9. Elementary occupations,Level 1 qualifications
2011,West Midlands,E12000005,13074,Age 50 to 64,9. Elementary occupations,Level 1 qualifications
2011,East,E12000006,13307,Age 50 to 64,9. Elementary occupations,Level 1 qualifications
2011,London,E12000007,11725,Age 50 to 64,9. Elementary occupations,Level 1 qualifications
2011,South East,E12000008,17858,Age 50 to 64,9. Elementary occupations,Level 1 qualifications
2011,South West,E12000009,13367,Age 50 to 64,9. Elementary occupations,Level 1 qualifications
2011,Wales,W92000004,6677,Age 50 to 64,9. Elementary occupations,Level 1 qualifications
2011,North East,E12000001,5211,Age 50 to 64,9. Elementary occupations,Level 2 qualifications
2011,North West,E12000002,12381,Age 50 to 64,9. Elementary occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,9368,Age 50 to 64,9. Elementary occupations,Level 2 qualifications
2011,East Midlands,E12000004,8525,Age 50 to 64,9. Elementary occupations,Level 2 qualifications
2011,West Midlands,E12000005,9971,Age 50 to 64,9. Elementary occupations,Level 2 qualifications
2011,East,E12000006,8868,Age 50 to 64,9. Elementary occupations,Level 2 qualifications
2011,London,E12000007,7649,Age 50 to 64,9. Elementary occupations,Level 2 qualifications
2011,South East,E12000008,11662,Age 50 to 64,9. Elementary occupations,Level 2 qualifications
2011,South West,E12000009,9644,Age 50 to 64,9. Elementary occupations,Level 2 qualifications
2011,Wales,W92000004,4819,Age 50 to 64,9. Elementary occupations,Level 2 qualifications
2011,North East,E12000001,1735,Age 50 to 64,9. Elementary occupations,Level 3 qualifications
2011,North West,E12000002,4750,Age 50 to 64,9. Elementary occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,3530,Age 50 to 64,9. Elementary occupations,Level 3 qualifications
2011,East Midlands,E12000004,3323,Age 50 to 64,9. Elementary occupations,Level 3 qualifications
2011,West Midlands,E12000005,3702,Age 50 to 64,9. Elementary occupations,Level 3 qualifications
2011,East,E12000006,3516,Age 50 to 64,9. Elementary occupations,Level 3 qualifications
2011,London,E12000007,3564,Age 50 to 64,9. Elementary occupations,Level 3 qualifications
2011,South East,E12000008,5059,Age 50 to 64,9. Elementary occupations,Level 3 qualifications
2011,South West,E12000009,4003,Age 50 to 64,9. Elementary occupations,Level 3 qualifications
2011,Wales,W92000004,1982,Age 50 to 64,9. Elementary occupations,Level 3 qualifications
2011,North East,E12000001,1574,Age 50 to 64,9. Elementary occupations,Level 4 qualifications and above
2011,North West,E12000002,4913,Age 50 to 64,9. Elementary occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,3790,Age 50 to 64,9. Elementary occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,3581,Age 50 to 64,9. Elementary occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,3830,Age 50 to 64,9. Elementary occupations,Level 4 qualifications and above
2011,East,E12000006,4366,Age 50 to 64,9. Elementary occupations,Level 4 qualifications and above
2011,London,E12000007,7331,Age 50 to 64,9. Elementary occupations,Level 4 qualifications and above
2011,South East,E12000008,6730,Age 50 to 64,9. Elementary occupations,Level 4 qualifications and above
2011,South West,E12000009,4811,Age 50 to 64,9. Elementary occupations,Level 4 qualifications and above
2011,Wales,W92000004,2263,Age 50 to 64,9. Elementary occupations,Level 4 qualifications and above
2011,North East,E12000001,4608,Age 50 to 64,9. Elementary occupations,Apprenticeships and other qualifications
2011,North West,E12000002,10898,Age 50 to 64,9. Elementary occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,9547,Age 50 to 64,9. Elementary occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,9668,Age 50 to 64,9. Elementary occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,9922,Age 50 to 64,9. Elementary occupations,Apprenticeships and other qualifications
2011,East,E12000006,10194,Age 50 to 64,9. Elementary occupations,Apprenticeships and other qualifications
2011,London,E12000007,16467,Age 50 to 64,9. Elementary occupations,Apprenticeships and other qualifications
2011,South East,E12000008,13669,Age 50 to 64,9. Elementary occupations,Apprenticeships and other qualifications
2011,South West,E12000009,8875,Age 50 to 64,9. Elementary occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,4876,Age 50 to 64,9. Elementary occupations,Apprenticeships and other qualifications
